GPS time,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
3139.3385134040145,4436894.278006596,3085290.164793738,3376331.6249511316,32.16885700697582,34.81365360957059,67.16203436162323
3140.3385149930837,4436885.833662581,3085286.083532792,3376328.152297508,32.168874972423964,34.81366919670886,57.47221267595887
3141.3385165710934,4436888.1013570735,3085286.0834263223,3376328.1120235934,32.16886572625077,34.81365546971684,59.026705850847065
3142.3385181290796,4436905.013344214,3085290.2075800723,3376337.8883112688,32.16886238323749,34.813589002596274,77.9782041888684
3143.3385197180323,4436900.371228978,3085283.190765289,3376340.789964427,32.16892206526988,34.81355602272825,72.90597279276699
3144.3385212400462,4436893.708946833,3085295.5720964265,3376329.161959032,32.1688256270996,34.813704121850776,68.06837762892246
3145.338522857055,4436896.789295299,3085288.0241544456,3376328.1434478355,32.16882639944227,34.81361977589862,66.01921046897769
3146.3385244560195,4436906.917860918,3085273.80989381,3376342.780256957,32.1689371655291,34.81343474110139,73.98195635620505
3147.3385260140058,4436897.610866092,3085286.0833465015,3376326.0723348623,32.16881267101162,34.813597909281015,64.54956432059407
3148.3385275730398,4436907.867103115,3085285.4893563967,3376337.2584889536,32.16885925928998,34.81353065949926,77.34601945616305
3149.3385291830637,4436887.131227812,3085277.6785619142,3376313.9479464404,32.16878446751681,34.81358818147544,46.749539436772466
3150.338530758978,4436907.386660717,3085275.4277241826,3376344.6809656643,32.16894539194336,34.81344598597315,76.10156650282443
3151.338532274007,4436898.494511642,3085284.8384345016,3376331.4233800196,32.16885344723287,34.81358172436201,67.41103546507657
3152.338533877046,4436886.601947625,3085274.074785982,3376318.2760990276,32.16882947108836,34.81356001595777,46.9445033269003
3153.3385354480706,4436904.18128928,3085272.5374934087,3376320.8590622335,32.16878410579681,34.8134402294636,59.794001776725054
3154.338537018979,4436891.357861058,3085269.887456816,3376316.77777836,32.16881076407597,34.813494780323694,47.42843072116375
3155.338538565091,4436915.996618079,3085279.4421214913,3376326.549344636,32.168762041587,34.81342881480925,74.37171163130552
3156.338540141005,4436900.82699532,3085270.8135621,3376314.8106415356,32.16875588295636,34.813445526439345,53.409466709941626
3157.338541710982,4436902.994574337,3085267.3574562916,3376319.7901740815,32.1687948232003,34.813402322657076,55.89685418922454
3158.3385432780487,4436900.000418289,3085266.3775741872,3376311.122167797,32.168743144627285,34.813411916361424,48.727470519952476
3159.33854484302,4436909.201469421,3085278.804096372,3376315.6901875315,32.16870768306247,34.81346439092948,63.55933909211308
3160.3385463870363,4436917.018668082,3085277.656576746,3376326.5309972465,32.16876276699997,34.81340708624712,74.2093569021672
3161.338547979016,4436896.454728501,3085259.2530433517,3376311.754792393,32.168781479419316,34.81337136202358,43.15749503765255
3162.3385495160474,4436901.387024737,3085255.0828649565,3376320.2655123305,32.168838433986984,34.81330520811356,49.10088691301644
3163.338551071007,4436908.8783863485,3085262.8868593564,3376310.186527378,32.168710574550474,34.81332779450366,52.71237451117486
3164.338552609086,4436907.00417451,3085257.6123666656,3376318.0057840096,32.16879210848631,34.81329322670224,53.023969675414264
3165.3385541780153,4436912.178858401,3085250.916918877,3376316.855234147,32.168781280191745,34.81320362443374,52.77204407565296
3166.338555706083,4435674.9128298545,3085226.193152801,3375052.9649540777,32.164076999869344,34.820478727621115,-1491.9044994832948
3167.338557274081,4436921.650013655,3085245.842382963,3376331.4729807014,32.16886943949977,34.813102125897814,64.68469275347888
3168.3385587789817,4435698.288785125,3085240.204693436,3375061.810283261,32.16401397466577,34.820459161649765,-1464.1777477702126
3169.3385603320785,4435696.005287753,3085242.322783446,3375053.35233756,32.163952586148255,34.82049142713184,-1469.2433819174767
3170.33856188599,4436904.599841434,3085260.80273013,3376315.518489944,32.168773854437,34.81333555037033,51.570519094355404
3171.3385633539874,4436907.74640828,3085273.062496763,3376325.9940530555,32.16880781122301,34.81342322031447,65.25933569855988
3172.338564967038,4436900.273161305,3085260.5193230235,3376313.90578834,32.16877937612331,34.81335927208368,47.56799092981964
3173.338566531078,4436902.467681649,3085257.5156404516,3376317.485074074,32.168806281265596,34.81331984331934,49.54723418969661
3174.3385679679923,4436913.591712395,3085292.27988427,3376327.4369879556,32.16874310816804,34.813555117496904,79.37697596475482
3175.338569596992,4436901.340996522,3085268.866290898,3376319.3769816873,32.168794051537496,34.813425465189404,55.25683013163507
3176.338571045082,4436918.887068189,3085296.2104150574,3376324.2233882225,32.16868692979686,34.81355727885552,83.24563730787486
3177.3385726090055,4436910.271957212,3085287.065908498,3376330.5036817775,32.168793895612765,34.81352982641451,76.18285612389445
3178.3385742789833,4436890.092069084,3085256.65570161,3376314.656153395,32.16883582758035,34.81338726547662,39.025094747543335
3179.338575749076,4436898.082062763,3085273.218450953,3376324.338543684,32.168832842394856,34.81348307450234,57.7368004526943
3180.338577285991,4436897.648420881,3085273.302522195,3376324.3817429175,32.16883465108694,34.81348643106931,57.4990586200729
3181.338578808005,4436899.2279292485,3085280.7342926003,3376325.291502343,32.168814998407896,34.81354156055176,62.67264930624515
3182.338580376003,4436887.635779136,3085273.1450634073,3376319.926036008,32.168840539049015,34.81354566551399,48.09214145410806
3183.3385818710085,4436891.404057235,3085281.8893684335,3376328.14694215,32.16886447014393,34.813598971679795,59.31374757643789
3184.3385833490174,4436907.489288712,3085299.6331151924,3376343.0079541476,32.16886586777531,34.81365606050134,86.97972762119025
3185.3385848540347,4435683.030768432,3085279.844304057,3375080.3352231192,32.16410688624417,34.82089662754029,-1445.758837656118
3186.33858648804,4435676.98204267,3085266.6310649808,3375066.060675293,32.16405796300104,34.82081822707864,-1463.9483715714887
3187.3422932940302,4436880.210321143,3085273.3535298025,3376315.0620900993,32.168832109237556,34.813592425443346,40.44310819823295
3188.3385974389967,4435211.091764344,3083519.6079548188,3374596.197579265,32.1670969415614,34.808427577727805,-2882.2033142084256
3189.339186172001,4436905.756930522,3085287.300964255,3376338.3819145304,32.16887118724693,34.813559201165106,77.3531177137047
3190.3391878290568,4436887.135125802,3085282.9265199634,3376322.2564601265,32.168833490049025,34.813633838851494,53.71198247093707
3191.338602032978,4435684.3568099225,3083537.2337913755,3375085.152590271,32.16891618682292,34.8057157788301,-2284.429237741977
3192.3391909489874,4436887.205649323,3085287.3942659404,3376326.059456134,32.168849995683,34.813672301538034,57.94487526547164
3193.338605065015,4435686.9684864255,3083548.7692973493,3375091.47198514,32.16892251849785,34.805800425440715,-2273.6758693074808
3194.3386066689854,4435687.515044274,3083538.4357417854,3375084.081155399,32.168892254559964,34.80570712648068,-2282.223844114691
3195.338600417017,4436881.020362665,3085279.54399737,3376320.9532933165,32.168856917963886,34.81364140749832,47.13390225544572
