,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,Constellation,SvName
955,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,02,0.0,16399,579114340826272,8,46.9,-499.4737243652344,0.04820025712251663,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,41.9,0.0,0.0,,,C,338310110373640,G,G02
956,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,03,0.0,16399,579114337121560,9,45.2,-498.05517578125,0.023309193551540375,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,40.2,0.0,0.0,,,C,338310110373640,G,G03
957,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,08,0.0,16399,579114346838645,6,49.3,173.6709442138672,0.037792082875967026,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,44.3,0.0,0.0,,,C,338310110373640,G,G08
958,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,10,0.0,16399,579114341307093,21,36.6,361.8014221191406,1.2578530311584473,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,31.6,0.0,0.0,,,C,338310110373640,G,G10
959,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,21,0.0,16399,579114344954340,9,45.9,-342.0204772949219,0.042809195816516876,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,40.9,0.0,0.0,,,C,338310110373640,G,G21
960,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,27,0.0,16399,579114343451114,9,45.1,540.780517578125,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,40.1,0.0,0.0,,,C,338310110373640,G,G27
961,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,28,0.0,16399,579114337715168,16,39.1,-503.6883544921875,0.3880000114440918,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,34.1,0.0,0.0,,,C,338310110373640,G,G28
962,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,32,0.0,16399,579114345795540,11,43.8,244.32894897460935,0.04269833862781525,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.41,38.8,0.0,0.0,,,C,338310110373640,G,G32
989,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,03,0.0,81935,579114337129366,6,36.3,-498.0909423828125,0.8470688462257385,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.77,31.299999999999997,-7861.53857421875,6.016565322875977,,,Q,338310110373640,G,G03
990,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,08,0.0,81935,579114346846481,4,39.0,173.61355590820312,0.054974231868982315,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.77,34.0,-7861.53857421875,6.016565322875977,,,Q,338310110373640,G,G08
991,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,10,0.0,81935,579114341314978,14,27.4,361.7029113769531,1.0130000114440918,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.77,22.4,-7861.53857421875,6.016565322875977,,,Q,338310110373640,G,G10
992,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,27,0.0,81935,579114343458961,6,36.1,540.7166748046875,0.06158473715186119,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.77,31.1,-7861.53857421875,6.016565322875977,,,Q,338310110373640,G,G27
993,1713027096417,332314412000000,18,0.0,-1396730000005345109,-0.373331069946289,20.35386933130212,-129.66704878742445,11.751490119671518,6,32,0.0,81935,579114345803395,10,30.0,244.32911682128903,0.8089999556541443,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.77,25.0,-7861.53857421875,6.016565322875977,,,Q,338310110373640,G,G32
1010,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,02,0.0,16399,579115340827944,7,47.5,-499.8954162597656,0.04770549386739731,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,42.5,0.0,0.0,,,C,338311109245826,G,G02
1011,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,03,0.0,16399,579115337123214,9,45.5,-498.4231567382813,0.023309193551540375,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,40.5,0.0,0.0,,,C,338311109245826,G,G03
1012,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,08,0.0,16399,579115346838058,5,50.3,173.3470001220703,0.03750664368271828,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,45.3,0.0,0.0,,,C,338311109245826,G,G08
1013,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,10,0.0,16399,579115341305903,17,38.3,361.193603515625,0.05779437720775604,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,33.3,0.0,0.0,,,C,338311109245826,G,G10
1014,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,21,0.0,16399,579115344955491,8,46.4,-342.4220886230469,0.04220025613903999,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,41.4,0.0,0.0,,,C,338311109245826,G,G21
1015,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,27,0.0,16399,579115343449298,9,45.3,540.3980102539062,0.04430919513106346,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,40.3,0.0,0.0,,,C,338311109245826,G,G27
1016,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,28,0.0,16399,579115337716838,16,39.8,-504.5303039550781,0.03240523114800453,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,34.8,0.0,0.0,,,C,338311109245826,G,G28
1017,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,32,0.0,16399,579115345794732,10,44.0,243.97378540039065,0.04189910739660263,16,0.0,0.0,1575420030,,,,0,0.0,1,-56.05,39.0,0.0,0.0,,,C,338311109245826,G,G32
1044,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,03,0.0,81935,579115337131031,6,36.0,-498.4503479003906,0.08258473873138428,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,31.0,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G03
1045,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,08,0.0,81935,579115346845904,4,39.6,173.31192016601562,0.054974231868982315,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,34.6,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G08
1046,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,10,0.0,81935,579115341313758,18,25.9,361.1805114746094,1.1829999685287476,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,20.9,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G10
1047,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,27,0.0,81935,579115343457155,5,37.2,540.3538818359375,0.05554531514644623,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,32.2,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G27
1048,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,28,0.0,81935,579115337724664,20,24.5,-504.16455078125,2.7669999599456787,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,19.5,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G28
1049,1713027097417,332315412000000,18,0.0,-1396730000005345219,-0.0160751342773437,19.97109575313516,-117.46949555026885,12.486550386904765,6,32,0.0,81935,579115345802586,11,29.7,243.9559783935547,0.17235150933265686,16,0.0,0.0,1176450050,,,,0,0.0,1,-37.83,24.7,-7861.53857421875,6.016646862030029,,,Q,338311109245826,G,G32
