Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
4434951.490797494,3085023.29935736,3375110.336955392,32.167923445802224,34.82309315383759,-2062.1609142944217
4436969.896735602,3085160.0297180978,3376321.846191244,32.16884098090007,34.81206313554334,51.62073570955545
4436972.226697639,3085151.0355427787,3376315.6771687875,32.16880935784881,34.81197074159702,45.609153896570206
4436976.148788207,3085150.9811285227,3376316.0099183507,32.16879658621585,34.8119465290147,48.48582612257451
4436980.102177133,3085134.33902715,3376300.64890738,32.16870935899624,34.81177773597834,35.013089841231704
4436977.858601301,3085129.91732174,3376310.5956584685,32.168806251568824,34.811752825678056,36.612883212044835
4436986.927948711,3085123.3761345004,3376305.5388561687,32.16874982812663,34.811640993319564,37.0627073533833
4435795.034919791,3085092.8747438276,3375059.633124462,32.164019919949226,34.81859079213526,-1469.3156230272725
4437012.795961302,3085113.118485806,3376316.153133781,32.168756996063244,34.81139513567477,55.73473674431443
4437014.026413343,3085098.064891925,3376308.9686648743,32.16873856370703,34.81125665045506,45.490321149118245
4437024.297678209,3085090.6477379743,3376319.576675514,32.16879938022974,34.81112991898974,54.6924299960956
4437018.532985834,3085080.4909157115,3376311.6912207454,32.168789750164294,34.8110763967257,41.579912030138075
4437030.47043715,3085071.696537274,3376318.4081792096,32.16881807079624,34.81092759224406,49.202497351914644
4437035.759378987,3085076.0683862166,3376318.7755293855,32.168788042990315,34.81093363722473,55.186495763249695
4437031.98664463,3085074.8152949037,3376314.2960051033,32.16877215538791,34.81094556363369,49.57395616080612
4437034.256784105,3085067.2324828794,3376323.55936524,32.16885470193357,34.81086581679104,52.4193988321349
4437026.563872523,3085060.379498953,3376298.77172978,32.168714594446435,34.81085272379307,30.564231418073177
4437056.144185679,3085073.0323184393,3376316.2411892884,32.16869666127438,34.81078383115756,66.53745084162802
4437048.661440324,3085066.3754049498,3376316.0861334475,32.16874322060093,34.81077117279576,58.03757344558835
4437058.147752281,3085073.6625385555,3376318.5645273128,32.16870477098531,34.81077719067491,69.47144679352641
4437057.443723281,3085071.301063597,3376305.0542089157,32.168610887902204,34.810760895608965,60.64793589152396
4437057.2976819845,3085079.1914515807,3376289.6635770937,32.168472352590825,34.81083046363105,56.165172496810555
4437059.560188071,3085063.4493927034,3376283.670295492,32.168460830739264,34.81067973869839,46.93966809194535
4437064.20909033,3085071.015002801,3376277.387084576,32.16837380543517,34.810717458763534,50.481359901838005
4437085.82314822,3085076.473297661,3376287.3541408577,32.168349726417865,34.81063415546508,73.44735035020858
4437086.32978886,3085064.3094374994,3376283.650860994,32.16835279933025,34.810525205454155,65.94986390415579
4437089.384390279,3085071.5897676595,3376266.2450212594,32.168187936124575,34.81057009156974,62.32389874570072
4437069.462337989,3085060.058298538,3376229.9992882214,32.168021390088484,34.81059028819137,23.608400207944214
4437095.382713294,3085062.540762129,3376233.6034743753,32.167939921541816,34.810455018095496,44.741501866839826
4437106.3588287495,3085065.586550073,3376233.35363417,32.167886399065864,34.8104150999493,53.70879090204835
4437114.732458183,3085064.0008525965,3376233.9568722197,32.16786234152286,34.810350617021975,59.0834428910166
4437098.621445106,3085055.6879759924,3376216.988836461,32.1678191074402,34.81037576418063,34.83562356606126
4437111.508961307,3085055.5230962,3376224.4871434392,32.16782599623916,34.810296329645,47.7046822514385
4437102.455260731,3085039.6993253645,3376218.4002442006,32.16785859031552,34.81021338263252,30.525371198542416
4437122.442446953,3085040.9534808644,3376235.950417414,32.16791033464596,34.8101033315751,54.36618360038847
4437117.029086494,3085034.8589424887,3376234.1224209894,32.16793442360965,34.81008304292352,46.68556782416999
4437141.640997211,3085029.8423630632,3376251.1478903927,32.167981118095724,34.80989041701898,70.43139672465622
4437115.87021086,3085028.953911884,3376224.6403693017,32.16788279425804,34.81003865451386,37.97875024843961
4437124.060014979,3085021.492767475,3376234.1828306084,32.16794380257348,34.8099241396293,45.14542935229838
4437133.239790189,3085015.343266506,3376237.856226086,32.16795251142132,34.80981505096237,50.50962772127241
4437117.597658945,3085008.043662072,3376223.8517373237,32.16792727477589,34.80984617900395,28.655041283927858
4435930.876467632,3084985.7167896773,3374984.428222099,32.163203961593744,34.81683544629372,-1466.736978421919
4435930.771922567,3084983.6602490228,3374986.2017270457,32.16322355391891,34.81681817558762,-1466.8595355730504
4437143.611938077,3084999.9124453077,3376238.9220890347,32.167962052817614,34.80961795342191,50.8293701633811
4437149.516304836,3084996.966288049,3376236.683455194,32.167929763682835,34.809556573124816,52.317494010552764
4437164.767285194,3084995.3197347024,3376236.055227829,32.16786936148542,34.8094499384683,61.787049759179354
4437133.246711482,3084973.290025214,3376238.480637114,32.1680725082614,34.80944894063087,30.526166268624365
4437164.1308341455,3084979.581673873,3376241.5682288706,32.167957087851,34.8093167925678,56.67492584139109
4437180.599582741,3084973.3496622453,3376237.1813032827,32.167875760152256,34.80916287250729,62.77398162614554
4437150.069804641,3084962.0214974266,3376234.2429784187,32.16800472662025,34.80924903245887,34.51723130233586
4437155.42456497,3084958.8212624523,3376241.7516327794,32.16804970681558,34.80918876676679,40.6901728855446
4437160.9663696075,3084954.0802432336,3376244.7187952944,32.168063504656075,34.80911395668768,43.830654551275074
4437166.645593487,3084948.68368452,3376249.8023747397,32.16809471313814,34.80903260854812,47.87625175714493
4437174.43930205,3084940.101575745,3376254.1385267847,32.1681206112872,34.80891073330789,51.45463690161705
4437176.164461039,3084938.0759089473,3376253.512404336,32.168114582837596,34.80888265912946,51.3414801210165
4437181.643580276,3084933.733832777,3376253.5458126343,32.16810513920893,34.80881170138723,53.06922612246126
4437166.465631739,3084929.3343566973,3376246.7150927745,32.16812488659615,34.80886526258329,36.75800257641822
4437192.0785414465,3084926.9066916485,3376263.0514090653,32.168155276471616,34.808689118189186,62.08363164123148
4437204.462702667,3084924.160762788,3376258.233575275,32.168077205993214,34.80859026537453,66.79899394977838
4437199.955408924,3084926.63040484,3376271.378844351,32.168188550302055,34.80863904186017,71.85829206369817
4437198.507105316,3084935.7560705133,3376285.245790963,32.16827510247364,34.808727245551715,82.64414488431066
4437173.626485416,3084918.092762566,3376267.016431649,32.16828243931793,34.8087240664397,47.11112496908754
4435382.324837872,3084051.2030795477,3374431.5384485195,32.16370664632631,34.81202012207159,-2593.9613587725908
4437180.298070096,3084930.969620156,3376277.362605451,32.16829982554207,34.808795782170385,63.47859463002533
4437174.593456901,3084919.883922862,3376284.2932512243,32.16840560152148,34.80873380627242,57.84702002350241
4437162.800691106,3084917.264024136,3376282.6748589138,32.16844691608837,34.80878237110057,47.52323157619685
4437150.940810885,3084910.677116223,3376288.2480808403,32.168554265328474,34.80879680942619,39.06516598537564
4435358.843419287,3084051.558542752,3374467.8975725523,32.16407593878292,34.81216539310903,-2590.7542131580412
4437135.215094789,3084906.013147002,3376308.047126592,32.16878017730506,34.80885138371218,36.4231381136924
4437128.863674921,3084902.273305171,3376310.118005927,32.168831273615496,34.80885726802628,31.304214728996158
4437129.548342186,3084910.7773822714,3376313.055917028,32.168827693438324,34.808927152677086,37.45354556851089
4435845.409370262,3083080.125517322,3375062.5889870813,32.16936183424561,34.80075991542891,-2405.3474044026807
4437124.568985007,3084914.2833222724,3376334.173625924,32.16899891569606,34.808987807952185,46.9300148524344
4435332.175831707,3084059.317185857,3374510.665921978,32.16448644352009,34.81239442275821,-2582.771506980993
4437091.939498176,3084898.267195417,3376322.884764859,32.169085269876916,34.80904586698734,10.50273449998349
4435921.859086062,3084916.4015493398,3375111.545305383,32.16440017246177,34.81628659767392,-1438.8361546797678
4435914.090460631,3084908.565825024,3375105.8898326233,32.16440909710575,34.816265415307946,-1451.033093101345
4437106.321550967,3084932.442455102,3376350.7554609547,32.169147656316824,34.80925632082458,51.85100743174553
4437114.108074984,3084943.7891570805,3376370.995240699,32.169240360823835,34.80930796807325,73.52163076680154
4435812.015617311,3083115.38125179,3375087.133597004,32.16958432725694,34.80126911001998,-2398.4580712476745
4437087.183413104,3084947.36284145,3376339.8352095284,32.169098848124044,34.80950203166619,39.94576173834503
4437074.672660301,3084948.484948154,3376332.3657590197,32.169088073781964,34.80958751824363,27.81593333929777
4435790.8968669735,3083133.015555356,3375069.6580093186,32.16948582927574,34.8015505313149,-2413.9222205886617
4437075.500545677,3084975.701033842,3376338.0654927734,32.16905372401257,34.80981942309808,44.57695532310754
4437070.511595778,3084986.1436932525,3376335.3677315474,32.16902417596395,34.8099405206178,44.719358020462096
4437057.262358873,3084983.2097485443,3376323.524598411,32.168994042956456,34.809995169689195,27.788103888742626
4435765.152763782,3083166.5641276017,3375059.0793094677,32.16941461315375,34.80199855325062,-2421.2406124090776
4435763.906695386,3083178.4785934347,3375052.867322491,32.169339428102404,34.80210986139932,-2419.6579918675125
4437058.976286391,3085028.494141847,3376326.2756463136,32.16888416827233,34.8103789929705,52.326169854961336
4437047.066516621,3085021.48686048,3376321.1592485444,32.16891126753976,34.81039007798915,37.939066503196955
4437037.317570204,3085033.086641153,3376316.4674261543,32.168882089938265,34.81055005733415,34.270825129933655
4437062.588040154,3085066.9334076596,3376338.4719000896,32.1688576732443,34.81069174057436,79.9047114001587
4437062.08919365,3085077.2749108206,3376340.1197293364,32.16884387355858,34.810784780366085,85.43266407959163
4437041.959996184,3085066.400763747,3376314.174404554,32.16875497522187,34.810811953567864,52.37450185790658
4437035.381090504,3085053.7605937426,3376308.329154842,32.16877093509948,34.8107417415349,38.58231097832322
4437037.683049532,3085068.7023643535,3376315.9940935406,32.16877941723967,34.810857874534456,51.48306734953076
4437045.326036534,3085071.2612048127,3376316.741520637,32.16874798034098,34.81083389001516,58.42937998659909
4437040.004894458,3085069.729554807,3376314.8882602155,32.16875900766321,34.81085276319098,53.00435271952301
4437014.77982519,3085064.352181975,3376307.138082525,32.16881402366528,34.81095862796824,28.748431435786188
4435502.845037987,3082845.0004642527,3375195.651146316,32.17237374058794,34.80078578484463,-2686.1924883993343
4437022.377989412,3085083.4319854965,3376303.9969368726,32.168707797464286,34.81107872630373,41.57684986013919
4437002.750807879,3085081.4810738983,3376303.319769657,32.168785346452125,34.811180537567196,26.632626991719007
4436986.781918669,3085070.472984115,3376294.671624962,32.16881245295249,34.81118136626226,5.61024019587785
4436985.843219125,3085094.2156452048,3376304.2931543733,32.16882452242554,34.811393723357035,21.553964064456522
4436997.870636884,3085116.9579155683,3376313.2836544216,32.16878340396422,34.811518893025735,45.68935265857726
4436995.089217178,3085121.6452465435,3376309.133372279,32.1687498394564,34.81157652974387,43.81211917195469
4436988.519458384,3085136.6876312867,3376314.992730144,32.16877923441135,34.8117472335697,49.634506195783615
4436972.180740694,3085127.8099870468,3376303.3331921957,32.16877897167106,34.8117688477111,27.781745616346598
4435667.15261196,3083298.7144898153,3375042.1915148795,32.169309880586034,34.803742718628314,-2434.5021364521235
4436979.990180757,3085178.143440032,3376331.535237267,32.16882550462851,34.81215971757081,72.54753552936018
4435800.39357627,3085174.640151333,3375102.0760193793,32.16409869750502,34.819270158414085,-1403.4756038673222
4435778.355579525,3085164.0424883272,3375092.9882634613,32.16414523723436,34.8193113366274,-1428.7514768783003
4436959.398326557,3085177.115234708,3376320.816207401,32.16882767183341,34.81227540260427,52.03263003844768
4436953.629029282,3085182.3290855996,3376319.9602227267,32.16882958892416,34.81235570706801,50.086902062408626
4436943.460980389,3085178.1986445757,3376319.6487939334,32.168878615385175,34.81238129697897,40.85879670083523
4436946.010794124,3085192.667230616,3376324.802424887,32.168868245736405,34.81249180781927,52.36632567085326
4436931.594729145,3085191.653576379,3376313.8402929623,32.16884417242588,34.81257024061612,36.02146693132818
4435415.489106396,3082986.6911974987,3375209.4529199232,32.172435243074176,34.80254873199132,-2671.10912097618
4436925.743090006,3085214.6523155933,3376319.981599689,32.168851078820495,34.81280585471934,46.33830102160573
4436917.983622137,3085211.3133485056,3376318.4124997035,32.16887884082136,34.81282375645323,38.49698659591377
4436917.68666318,3085226.8763788375,3376319.421409741,32.168845053982935,34.81296102405413,46.34833688382059
4436899.205576671,3085215.7602321655,3376308.51313023,32.16886510699302,34.812976124368426,22.324872539378703
4435589.905706276,3083382.4963706243,3375037.7796831075,32.169351154810315,34.80494001274995,-2450.062276883982
4436899.661043869,3085243.4865880073,3376313.8099810765,32.168827745553415,34.81321471455735,38.86067712306976
4436913.704505035,3085257.537443399,3376322.8795616603,32.16880310563657,34.81325201870243,60.23921304009855
4436886.9020445,3085254.060408446,3376313.681478983,32.168848076138445,34.81338398330729,35.03493050951511
4435385.864925005,3083045.3147009136,3375209.5850486634,32.172392371094276,34.8032386718305,-2663.3067528987303
4435379.5610969905,3083052.052674987,3375215.240456589,32.172441949323435,34.80333552134482,-2661.421546190046
4436885.553376976,3085273.213198016,3376322.0250585135,32.16886458381166,34.81355886309165,47.79540591686964
4436884.1142674545,3085279.956126806,3376316.9007259975,32.16881265713367,34.81362626786771,47.325601196847856
4435566.023300628,3083418.1629130067,3375042.6514011663,32.16938476351302,34.80539521213879,-2446.8350962623954
4436888.737701039,3085274.9081543456,3376326.3381991624,32.168880309769484,34.81355434261715,53.123926766216755
4438991.787315699,3086184.119162362,3377173.413179405,32.16456568329221,34.80874113074619,2405.1084483349696
4436903.465437358,3085282.230128319,3376326.2204377484,32.16880128538842,34.81352893209979,66.83507350180298
4437289.692908291,3084259.521582258,3375507.9034955855,32.1638345125004,34.80228842978451,-594.556991532445
4438633.836276965,3086010.9769444726,3376805.536839034,32.16364304313406,34.80940006116512,1876.8093579309061
4436886.561009684,3085270.5509333806,3376324.73678845,32.16888860926976,34.81352959024141,48.65287965722382
